Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
04.09.2020;21846;23030;20000;24000;20000;20000;;1;5;284000;13;46060;2;
07.09.2020;;23092;;;;;;;;;;46184;2;
08.09.2020;20789;21289;20926;20926;20720;20720;;2;2;62366;3;170312;8;
09.09.2020;;21192;;;;;;;;;;169536;8;
10.09.2020;;21320;;;;;;;;;;170560;8;
11.09.2020;20850;20850;20850;20850;20850;20850;;2;1;41700;2;166800;8;
14.09.2020;;21972;;;;;;;;;;175776;8;
15.09.2020;;22246;;;;;;;;;;177968;8;
16.09.2020;21746;22567;21493;22537;21477;22537;;1;3;86984;4;315938;14;
17.09.2020;21620;21368;22007;22551;19726;21137;-6,21;1;10;281064;13;384624;18;
18.09.2020;;22357;;;;;;;;;;402426;18;
21.09.2020;;21675;;;;;;;;;;390150;18;
22.09.2020;;21713;;;;;;;;;;390834;18;
23.09.2020;;21794;;;;;;;;;;392292;18;
24.09.2020;;21759;;;;;;;;;;391662;18;
25.09.2020;21998;21957;22115;22115;21959;21959;;1;4;87992;4;526968;24;
28.09.2020;;21861;;;;;;;;;;524664;24;
29.09.2020;21132;21038;21320;21320;21038;21038;;1;3;63396;3;420760;20;
30.09.2020;21100;21500;21100;21100;21100;21100;0,30;1;1;21100;1;387000;18;
01.10.2020;;21569;;;;;;;;;;388242;18;
02.10.2020;21299;21307;21290;21307;21290;21307;;1;2;42597;2;468754;22;
05.10.2020;21620;21548;21620;21620;21620;21620;1,47;1;1;21620;1;517152;24;
06.10.2020;21738;21738;21738;21738;21738;21738;0,55;1;3;65214;3;652140;30;
07.10.2020;;21789;;;;;;;;;;653670;30;
08.10.2020;;21469;;;;;;;;;;644070;30;
09.10.2020;21354;21359;21336;21359;21336;21359;;4;2;106772;5;768924;36;
12.10.2020;;21399;;;;;;;;;;770364;36;
13.10.2020;;21337;;;;;;;;;;768132;36;
14.10.2020;;21503;;;;;;;;;;774108;36;
15.10.2020;21025;21104;21025;21025;21025;21025;;1;1;21025;1;801952;38;
16.10.2020;21015;21015;21015;21015;21015;21015;-0,05;1;1;21015;1;840600;40;
19.10.2020;;21163;;;;;;;;;;846520;40;
20.10.2020;21274;21470;21078;21470;21078;21470;;1;2;42548;2;944680;44;
21.10.2020;21827;21391;22261;23419;20164;20164;-6,08;11;5;567496;26;983986;46;
22.10.2020;;21531;;;;;;;;;;990426;46;
23.10.2020;22005;22005;22004;22005;22004;22005;;1;2;44009;2;1100250;50;
26.10.2020;22107;22066;22107;22107;22107;22107;0,46;2;3;88428;4;1279828;58;
27.10.2020;21793;21590;21901;21901;21593;21593;-2,32;1;3;65379;3;1381760;64;
28.10.2020;20937;20996;20786;21087;20786;21087;-2,34;1;2;41873;2;1343744;64;
29.10.2020;21124;20912;21336;21336;20912;20912;-0,83;1;2;42248;2;1338368;64;
30.10.2020;;20798;;;;;;;;;;1331072;64;
02.11.2020;20514;20500;20079;21030;20012;20500;;1;11;246166;12;1353000;66;
03.11.2020;21407;21622;20918;21681;20918;21622;5,47;1;3;64221;3;1513540;70;
05.11.2020;21909;22000;22109;22109;21700;22000;1,75;1;7;306729;14;2024000;92;
06.11.2020;21342;21559;21900;21900;20629;20629;-6,23;3;6;256107;12;2112782;98;
09.11.2020;22330;22745;22240;22750;22240;22745;10,26;1;4;290295;13;2319990;102;
10.11.2020;23072;23307;22890;23307;22890;23307;2,47;1;11;346086;15;2750226;118;
11.11.2020;23423;23875;23387;23875;23097;23875;2,44;1;6;163962;7;2817250;118;
12.11.2020;23967;24099;23884;24134;23884;24134;1,08;1;3;71902;3;2891880;120;
13.11.2020;23737;23725;23797;23797;23725;23725;-1,70;5;2;142422;6;2799550;118;
16.11.2020;24132;24134;24128;24134;24128;24134;1,72;10;3;410236;17;2896080;120;
17.11.2020;24563;24560;24575;24575;24560;24560;1,76;1;5;196501;8;3045440;124;
18.11.2020;;24497;;;;;;;;;;3037628;124;
19.11.2020;24118;23998;24136;24136;24043;24043;;3;4;385882;16;3023748;126;
20.11.2020;23998;23847;24023;24023;23972;23972;-0,30;1;2;47995;2;3052416;128;
23.11.2020;24275;24012;24043;24491;24012;24012;0,17;1;5;121375;5;3169584;132;
24.11.2020;24221;24373;24145;24373;24145;24373;1,50;1;3;72664;3;3363474;138;
25.11.2020;25109;24999;25109;25109;25109;25109;3,02;1;1;25109;1;3449862;138;
26.11.2020;;25079;;;;;;;;;;3460902;138;
27.11.2020;24507;24629;24512;24512;24506;24506;;4;3;147043;6;3448060;140;
30.11.2020;;24971;;;;;;;;;;3495940;140;
01.12.2020;25208;25375;25048;25375;25048;25375;;1;3;75623;3;3654000;144;
02.12.2020;;26021;;;;;;;;;;3747024;144;
