Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
09.12.2019;;22941;;;;;;;;;;;;
10.12.2019;;23325;;;;;;;;;;;;
11.12.2019;;23367;;;;;;;;;;;;
12.12.2019;;23528;;;;;;;;;;;;
13.12.2019;;24489;;;;;;;;;;;;
16.12.2019;25541;23424;26911;26911;24171;24171;;1;2;51082;2;;;
17.12.2019;24079;23344;24511;24511;23506;24219;0,20;1;3;72236;3;46688;2;
18.12.2019;24548;25185;23693;25733;21566;25191;4,01;1;11;270030;11;352590;14;
19.12.2019;;23858;;;;;;;;;;334012;14;
20.12.2019;;24293;;;;;;;;;;340102;14;
23.12.2019;;24293;;;;;;;;;;340102;14;
24.12.2019;;24599;;;;;;;;;;344386;14;
25.12.2019;;24694;;;;;;;;;;345716;14;
26.12.2019;;24870;;;;;;;;;;348180;14;
27.12.2019;;25112;;;;;;;;;;351568;14;
30.12.2019;25380;25380;25380;25380;25380;25380;;1;1;25380;1;355320;14;
03.01.2020;;25290;;;;;;;;;;354060;14;
06.01.2020;;25111;;;;;;;;;;351554;14;
08.01.2020;27124;25718;26221;28139;25679;25679;;1;10;542478;20;1028720;40;
09.01.2020;;25638;;;;;;;;;;1025520;40;
10.01.2020;;25719;;;;;;;;;;1028760;40;
13.01.2020;25864;26002;25864;25864;25864;25864;;1;1;25864;1;1092084;42;
14.01.2020;;25571;;;;;;;;;;1073982;42;
15.01.2020;;25375;;;;;;;;;;1065750;42;
16.01.2020;;25285;;;;;;;;;;1061970;42;
17.01.2020;26170;26200;26081;26259;26081;26259;;1;2;52340;2;1100400;42;
20.01.2020;26744;26809;26738;26809;26699;26809;2,10;1;6;160464;6;1394068;52;
21.01.2020;;26712;;;;;;;;;;1389024;52;
22.01.2020;27446;27155;27446;27446;27446;27446;;1;1;27446;1;1466370;54;
23.01.2020;26551;26551;26551;26551;26551;26551;-3,26;1;1;26551;1;1433754;54;
24.01.2020;26515;26408;26551;26551;26408;26408;-0,54;1;5;318183;12;1795744;68;
27.01.2020;26122;25962;26122;26122;26122;26122;-1,08;1;1;26122;1;1765416;68;
28.01.2020;25732;25514;25516;26071;25514;25514;-2,33;1;5;128661;5;1734952;68;
29.01.2020;;25750;;;;;;;;;;1751000;68;
