<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.SBRF-6.20;60;20190624;110000;24789.0000000;25627.0000000;24789.0000000;25249.0000000;6
SPFB.SBRF-6.20;60;20190624;120000;25249.0000000;25249.0000000;24375.0000000;24375.0000000;3
SPFB.SBRF-6.20;60;20190627;110000;25372.0000000;25372.0000000;25372.0000000;25372.0000000;1
SPFB.SBRF-6.20;60;20190628;140000;25200.0000000;25200.0000000;25200.0000000;25200.0000000;1
SPFB.SBRF-6.20;60;20190726;180000;24434.0000000;24434.0000000;24434.0000000;24434.0000000;1
SPFB.SBRF-6.20;60;20190801;180000;24581.0000000;24581.0000000;24500.0000000;24500.0000000;2
SPFB.SBRF-6.20;60;20190801;220000;24200.0000000;24200.0000000;24200.0000000;24200.0000000;1
SPFB.SBRF-6.20;60;20190802;110000;24000.0000000;24000.0000000;24000.0000000;24000.0000000;1
SPFB.SBRF-6.20;60;20190802;190000;23723.0000000;23723.0000000;23723.0000000;23723.0000000;2
SPFB.SBRF-6.20;60;20190805;120000;23383.0000000;23422.0000000;23383.0000000;23422.0000000;2
SPFB.SBRF-6.20;60;20190814;170000;23240.0000000;23240.0000000;23240.0000000;23240.0000000;1
SPFB.SBRF-6.20;60;20190815;130000;22605.0000000;22605.0000000;22605.0000000;22605.0000000;1
SPFB.SBRF-6.20;60;20190819;140000;22500.0000000;22997.0000000;22500.0000000;22997.0000000;2
SPFB.SBRF-6.20;60;20190822;110000;23511.0000000;23511.0000000;23511.0000000;23511.0000000;1
SPFB.SBRF-6.20;60;20190827;130000;22531.0000000;22531.0000000;22531.0000000;22531.0000000;1
SPFB.SBRF-6.20;60;20190902;150000;24139.0000000;24139.0000000;23563.0000000;23563.0000000;2
SPFB.SBRF-6.20;60;20190903;210000;23301.0000000;23789.0000000;23301.0000000;23311.0000000;6
SPFB.SBRF-6.20;60;20190904;170000;23500.0000000;23500.0000000;23500.0000000;23500.0000000;1
SPFB.SBRF-6.20;60;20190916;120000;23575.0000000;23575.0000000;23575.0000000;23575.0000000;1
SPFB.SBRF-6.20;60;20190918;180000;24206.0000000;24206.0000000;24206.0000000;24206.0000000;2
SPFB.SBRF-6.20;60;20190919;160000;24342.0000000;24360.0000000;24342.0000000;24360.0000000;5
SPFB.SBRF-6.20;60;20190920;180000;24105.0000000;24105.0000000;24105.0000000;24105.0000000;1
SPFB.SBRF-6.20;60;20190923;160000;23673.0000000;23673.0000000;23673.0000000;23673.0000000;1
SPFB.SBRF-6.20;60;20190924;130000;24000.0000000;24000.0000000;24000.0000000;24000.0000000;1
SPFB.SBRF-6.20;60;20190925;120000;23289.0000000;23289.0000000;23289.0000000;23289.0000000;1
SPFB.SBRF-6.20;60;20190930;150000;23500.0000000;23500.0000000;23500.0000000;23500.0000000;4
SPFB.SBRF-6.20;60;20190930;170000;23500.0000000;23500.0000000;23500.0000000;23500.0000000;2
SPFB.SBRF-6.20;60;20190930;180000;23499.0000000;23499.0000000;23491.0000000;23491.0000000;11
SPFB.SBRF-6.20;60;20191001;140000;23520.0000000;23520.0000000;23520.0000000;23520.0000000;1
SPFB.SBRF-6.20;60;20191002;120000;23027.0000000;23027.0000000;23027.0000000;23027.0000000;1
SPFB.SBRF-6.20;60;20191002;130000;22927.0000000;22927.0000000;22927.0000000;22927.0000000;1
SPFB.SBRF-6.20;60;20191003;120000;23001.0000000;23001.0000000;23001.0000000;23001.0000000;1
SPFB.SBRF-6.20;60;20191003;150000;23000.0000000;23000.0000000;23000.0000000;23000.0000000;1
SPFB.SBRF-6.20;60;20191004;190000;22978.0000000;22978.0000000;22978.0000000;22978.0000000;1
SPFB.SBRF-6.20;60;20191009;110000;22491.0000000;22491.0000000;22491.0000000;22491.0000000;1
SPFB.SBRF-6.20;60;20191009;140000;23287.0000000;23287.0000000;23287.0000000;23287.0000000;1
SPFB.SBRF-6.20;60;20191011;150000;23641.0000000;23776.0000000;23452.0000000;23452.0000000;14
SPFB.SBRF-6.20;60;20191011;160000;23430.0000000;23430.0000000;23387.0000000;23387.0000000;13
SPFB.SBRF-6.20;60;20191018;130000;23686.0000000;23686.0000000;23686.0000000;23686.0000000;1
SPFB.SBRF-6.20;60;20191018;160000;23762.0000000;23762.0000000;23762.0000000;23762.0000000;1
SPFB.SBRF-6.20;60;20191018;220000;23850.0000000;23850.0000000;23850.0000000;23850.0000000;1
SPFB.SBRF-6.20;60;20191022;160000;23930.0000000;23930.0000000;23930.0000000;23930.0000000;1
SPFB.SBRF-6.20;60;20191022;190000;24286.0000000;24307.0000000;24286.0000000;24307.0000000;6
SPFB.SBRF-6.20;60;20191022;200000;24422.0000000;24499.0000000;24422.0000000;24498.0000000;4
SPFB.SBRF-6.20;60;20191022;210000;24475.0000000;24475.0000000;24157.0000000;24157.0000000;5
SPFB.SBRF-6.20;60;20191023;120000;24499.0000000;24499.0000000;24462.0000000;24471.0000000;17
SPFB.SBRF-6.20;60;20191023;130000;24389.0000000;24389.0000000;24389.0000000;24389.0000000;1
SPFB.SBRF-6.20;60;20191023;160000;24133.0000000;24321.0000000;24133.0000000;24321.0000000;2
SPFB.SBRF-6.20;60;20191023;190000;24415.0000000;24415.0000000;24415.0000000;24415.0000000;1
SPFB.SBRF-6.20;60;20191024;110000;24475.0000000;24499.0000000;24470.0000000;24499.0000000;8
SPFB.SBRF-6.20;60;20191024;120000;24500.0000000;24600.0000000;24500.0000000;24600.0000000;3
SPFB.SBRF-6.20;60;20191024;130000;24423.0000000;24423.0000000;24423.0000000;24423.0000000;1
SPFB.SBRF-6.20;60;20191024;160000;24658.0000000;24786.0000000;24658.0000000;24786.0000000;6
SPFB.SBRF-6.20;60;20191024;170000;24785.0000000;24785.0000000;24785.0000000;24785.0000000;1
SPFB.SBRF-6.20;60;20191024;180000;24847.0000000;24847.0000000;24847.0000000;24847.0000000;4
SPFB.SBRF-6.20;60;20191024;190000;24850.0000000;24872.0000000;24850.0000000;24872.0000000;2
SPFB.SBRF-6.20;60;20191025;110000;24600.0000000;24733.0000000;24600.0000000;24733.0000000;4
SPFB.SBRF-6.20;60;20191025;120000;24719.0000000;24719.0000000;24719.0000000;24719.0000000;1
SPFB.SBRF-6.20;60;20191025;190000;24668.0000000;24669.0000000;24668.0000000;24669.0000000;2
SPFB.SBRF-6.20;60;20191028;110000;24847.0000000;24847.0000000;24847.0000000;24847.0000000;1
SPFB.SBRF-6.20;60;20191028;130000;24639.0000000;24639.0000000;24639.0000000;24639.0000000;7
SPFB.SBRF-6.20;60;20191029;110000;24259.0000000;24259.0000000;24259.0000000;24259.0000000;1
SPFB.SBRF-6.20;60;20191029;160000;24568.0000000;24569.0000000;24568.0000000;24569.0000000;7
SPFB.SBRF-6.20;60;20191031;110000;24758.0000000;24759.0000000;24713.0000000;24714.0000000;10
SPFB.SBRF-6.20;60;20191031;190000;23947.0000000;23947.0000000;23947.0000000;23947.0000000;1
SPFB.SBRF-6.20;60;20191101;140000;24100.0000000;24100.0000000;24100.0000000;24100.0000000;1
SPFB.SBRF-6.20;60;20191101;150000;24189.0000000;24189.0000000;24189.0000000;24189.0000000;6
SPFB.SBRF-6.20;60;20191101;180000;24000.0000000;24000.0000000;24000.0000000;24000.0000000;1
SPFB.SBRF-6.20;60;20191101;200000;23833.0000000;23833.0000000;23833.0000000;23833.0000000;1
SPFB.SBRF-6.20;60;20191101;210000;24100.0000000;24100.0000000;24100.0000000;24100.0000000;1
SPFB.SBRF-6.20;60;20191105;110000;24200.0000000;24578.0000000;24200.0000000;24577.0000000;5
SPFB.SBRF-6.20;60;20191105;150000;24400.0000000;24400.0000000;24400.0000000;24400.0000000;1
SPFB.SBRF-6.20;60;20191106;170000;24269.0000000;24269.0000000;24269.0000000;24269.0000000;1
SPFB.SBRF-6.20;60;20191107;130000;24500.0000000;24500.0000000;24500.0000000;24500.0000000;1
SPFB.SBRF-6.20;60;20191107;190000;24589.0000000;24589.0000000;24589.0000000;24589.0000000;4
SPFB.SBRF-6.20;60;20191107;200000;24500.0000000;24500.0000000;24500.0000000;24500.0000000;1
SPFB.SBRF-6.20;60;20191108;110000;24500.0000000;24500.0000000;24384.0000000;24384.0000000;2
SPFB.SBRF-6.20;60;20191108;120000;24384.0000000;24384.0000000;24384.0000000;24384.0000000;1
SPFB.SBRF-6.20;60;20191108;150000;24300.0000000;24300.0000000;24300.0000000;24300.0000000;1
SPFB.SBRF-6.20;60;20191108;170000;24400.0000000;24400.0000000;24400.0000000;24400.0000000;2
SPFB.SBRF-6.20;60;20191111;120000;24222.0000000;24222.0000000;24222.0000000;24222.0000000;1
SPFB.SBRF-6.20;60;20191111;200000;24563.0000000;24563.0000000;24563.0000000;24563.0000000;5
